20:01, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
167  ,2.16824e-006  ,-6.51603e-007  ,-8.46064e-007  ,-1.69338e-009  ,8.80906e-007  ,-1.17875e-008
168  ,2.10771e-006  ,-5.89144e-007  ,-9.43171e-007  ,-1.70380e-008  ,6.76360e-007  ,1.40339e-008
169  ,3.87139e-006  ,-1.43579e-006  ,-9.38312e-007  ,-1.23455e-007  ,9.40434e-007  ,-4.99233e-008
170  ,4.60012e-006  ,-1.51723e-006  ,-1.51654e-006  ,1.40297e-009  ,-1.94612e-008  ,-3.47189e-009
171  ,3.07778e-006  ,-1.06727e-006  ,-9.25290e-007  ,1.97984e-008  ,1.46437e-006  ,6.73316e-008
172  ,3.60747e-006  ,-1.50252e-006  ,-5.95752e-007  ,-9.66734e-008  ,7.64888e-007  ,-6.25328e-010
173  ,3.41676e-006  ,-1.22435e-006  ,-9.20084e-007  ,5.22067e-008  ,1.23300e-006  ,-3.10405e-008
174  ,3.55048e-006  ,-1.13249e-006  ,-1.24539e-006  ,-6.97202e-008  ,8.44382e-007  ,-7.24234e-010
175  ,3.66269e-006  ,-1.47732e-006  ,-7.01573e-007  ,-8.31424e-009  ,3.53063e-008  ,-5.12199e-008
176  ,3.81287e-006  ,-1.57158e-006  ,-6.56298e-007  ,1.38613e-008  ,-9.22524e-008  ,-1.20918e-008
177  ,3.64750e-006  ,-1.31450e-006  ,-9.79259e-007  ,7.16412e-008  ,7.30117e-007  ,-8.31507e-008
178  ,4.07342e-006  ,-1.53959e-006  ,-9.53530e-007  ,1.37678e-008  ,1.32297e-007  ,-4.60025e-010
179  ,4.59696e-006  ,-1.59526e-006  ,-1.37239e-006  ,5.05110e-008  ,4.01810e-007  ,1.58185e-008
180  ,4.34518e-006  ,-1.59908e-006  ,-1.10557e-006  ,-3.67104e-008  ,1.21547e-006  ,-1.29943e-008
181  ,1.02381e-007  ,2.29514e-007  ,-5.53133e-007  ,9.42982e-009  ,-6.91882e-007  ,4.19825e-009
182  ,1.64367e-007  ,-9.06334e-008  ,1.16703e-008  ,-3.16478e-008  ,-4.90145e-007  ,-2.34152e-008
183  ,4.92887e-006  ,-1.61567e-006  ,-1.59808e-006  ,-2.69250e-008  ,-5.48945e-007  ,-2.53037e-008
184  ,2.38463e-006  ,-6.12503e-007  ,-1.11173e-006  ,-3.71144e-008  ,-1.85341e-006  ,6.01143e-008
185  ,2.72318e-007  ,-1.08441e-007  ,-1.45565e-007  ,6.88919e-009  ,-1.54337e-006  ,1.12414e-008
186  ,1.40157e-006  ,-4.01790e-007  ,-4.74504e-007  ,9.40949e-008  ,-2.42052e-006  ,-2.44780e-007
187  ,3.06499e-006  ,-7.63458e-007  ,-1.43389e-006  ,-2.45970e-009  ,-1.65120e-006  ,-2.42116e-008
188  ,3.16224e-006  ,-8.87103e-007  ,-1.36109e-006  ,3.83196e-008  ,9.27705e-008  ,-1.53845e-008
189  ,3.07311e-006  ,-8.44304e-007  ,-1.33446e-006  ,-5.26677e-009  ,3.99965e-007  ,1.16269e-008
190  ,2.28059e-006  ,-7.08279e-007  ,-8.53232e-007  ,1.79827e-008  ,9.78323e-007  ,-8.47118e-009
191  ,2.92455e-006  ,-8.97888e-007  ,-1.11681e-006  ,-1.39130e-009  ,1.38933e-006  ,-2.02937e-008
192  ,3.26242e-006  ,-8.95502e-007  ,-1.44909e-006  ,-1.31125e-008  ,4.91820e-007  ,-2.02431e-009
193  ,3.05331e-006  ,-8.73876e-007  ,-1.26879e-006  ,-2.02860e-008  ,1.05680e-006  ,1.41089e-008
194  ,3.31719e-006  ,-9.51325e-007  ,-1.40481e-006  ,2.49066e-009  ,5.88284e-007  ,6.58831e-009
195  ,2.81734e-007  ,-3.72935e-007  ,4.69781e-007  ,-6.15651e-009  ,-8.58587e-007  ,-3.66212e-009
196  ,4.79890e-007  ,-1.26431e-007  ,5.44246e-008  ,2.09070e-007  ,-3.33817e-007  ,-1.08191e-008
197  ,2.76668e-007  ,-3.41938e-007  ,4.12069e-007  ,-4.40131e-009  ,-1.03202e-006  ,-9.06295e-009
198  ,2.77139e-007  ,-3.42444e-007  ,4.10252e-007  ,1.22244e-009  ,-1.02428e-006  ,-7.22989e-009
199  ,4.06194e-007  ,-3.75436e-007  ,3.26745e-007  ,-3.50885e-008  ,-6.30172e-007  ,1.80854e-008
200  ,3.25344e-007  ,-3.29795e-007  ,3.41805e-007  ,4.39596e-009  ,-9.77113e-007  ,-5.48583e-009
201  ,2.15478e-006  ,-9.78486e-007  ,-1.88877e-007  ,6.52394e-009  ,1.29157e-006  ,2.45470e-008
202  ,5.00474e-006  ,-1.64571e-006  ,-1.64320e-006  ,2.23608e-008  ,-6.11079e-007  ,-2.54332e-008
203  ,2.66128e-006  ,-1.19589e-006  ,-2.53340e-007  ,1.98439e-008  ,1.03499e-006  ,-3.04748e-009
204  ,2.83646e-006  ,-1.35354e-006  ,6.56933e-009  ,4.96699e-008  ,1.02763e-006  ,-3.71319e-008
205  ,2.55054e-006  ,-1.12118e-006  ,-2.99495e-007  ,3.48767e-009  ,1.02825e-006  ,1.99511e-008
