19:32, Friday, January 18, 2019
Study name:Static 1 hex diamond tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
148  ,1.85631e-006  ,-1.00845e-006  ,8.02143e-008  ,-1.66114e-007  ,7.39919e-006  ,3.70831e-007
149  ,4.81197e-007  ,9.36886e-007  ,-2.25579e-006  ,-1.67690e-007  ,2.01055e-006  ,-2.29943e-007
150  ,-2.38729e-006  ,1.43594e-006  ,-4.32671e-007  ,1.09208e-007  ,-8.82007e-007  ,1.00496e-007
151  ,-8.72179e-007  ,-6.96984e-008  ,9.92842e-007  ,5.83813e-009  ,1.32582e-006  ,-1.41332e-008
152  ,1.22907e-006  ,7.42826e-007  ,-2.84784e-006  ,-1.55610e-007  ,3.65621e-006  ,1.69761e-007
153  ,-3.03279e-006  ,1.10924e-006  ,7.22808e-007  ,1.96808e-007  ,-1.10081e-007  ,-1.81841e-008
154  ,1.22959e-006  ,6.17712e-007  ,-2.49759e-006  ,1.15139e-007  ,3.69539e-006  ,-2.46933e-007
155  ,-3.17222e-006  ,1.18231e-006  ,7.10166e-007  ,-2.62198e-007  ,-2.27810e-007  ,-1.07872e-007
156  ,-5.88668e-007  ,-2.71341e-007  ,1.12225e-006  ,1.83519e-007  ,-6.08379e-006  ,-1.52326e-007
157  ,-1.25327e-007  ,-3.43878e-007  ,8.23502e-007  ,4.95459e-008  ,-7.62770e-006  ,2.91903e-008
158  ,-2.43136e-006  ,5.94630e-008  ,2.28895e-006  ,-1.34142e-007  ,-2.44526e-006  ,-1.37440e-007
159  ,-3.11494e-006  ,1.94788e-006  ,-6.10623e-007  ,-3.92327e-007  ,6.03213e-008  ,-3.23667e-007
160  ,3.09505e-006  ,2.68591e-006  ,-8.33344e-006  ,-5.33248e-008  ,-1.67490e-006  ,3.90008e-008
161  ,-3.38467e-006  ,2.17141e-006  ,-8.00672e-007  ,4.66019e-009  ,-3.92014e-007  ,2.64997e-007
162  ,-1.04175e-006  ,-7.93935e-007  ,2.66576e-006  ,-2.48687e-008  ,-4.55248e-006  ,1.30179e-007
163  ,-1.27975e-006  ,-1.51732e-007  ,1.43815e-006  ,-9.62201e-009  ,-2.32993e-006  ,4.68188e-009
164  ,1.19110e-006  ,-6.21451e-007  ,-3.88678e-008  ,2.95224e-007  ,2.02990e-006  ,-3.73964e-008
165  ,7.64425e-007  ,3.67107e-008  ,-6.95687e-007  ,-3.97045e-008  ,4.69575e-007  ,-1.01135e-007
166  ,9.98020e-006  ,-3.33232e-006  ,-3.24181e-006  ,1.58702e-008  ,2.55637e-006  ,1.75165e-008
167  ,7.21684e-006  ,-2.70487e-006  ,-1.90636e-006  ,1.73390e-007  ,3.79028e-006  ,-1.32096e-007
168  ,1.08528e-006  ,-5.61582e-007  ,-6.91982e-008  ,-2.56497e-007  ,1.64180e-006  ,5.96018e-008
169  ,-2.50989e-007  ,1.12008e-006  ,-1.95420e-006  ,1.78584e-008  ,-4.27851e-006  ,1.71500e-007
170  ,-2.64766e-007  ,1.79371e-006  ,-3.34544e-006  ,-2.85433e-008  ,-6.36899e-006  ,3.04020e-008
171  ,5.85338e-006  ,-4.31333e-007  ,-5.14350e-006  ,2.44435e-007  ,-9.81164e-007  ,5.65035e-007
172  ,2.10523e-006  ,1.05056e-006  ,-4.06016e-006  ,2.39594e-007  ,-4.33057e-006  ,8.73511e-008
173  ,-9.17945e-009  ,-1.44017e-008  ,4.16410e-008  ,-1.38121e-009  ,7.56894e-008  ,9.89085e-009
174  ,2.22928e-006  ,-3.33004e-007  ,-1.54092e-006  ,4.45562e-009  ,-2.78264e-006  ,-6.14894e-008
175  ,2.11459e-007  ,1.32026e-006  ,-2.93715e-006  ,-1.69292e-007  ,-5.41905e-006  ,-2.14797e-008
176  ,4.23966e-006  ,-5.87569e-007  ,-2.79685e-006  ,-8.41310e-008  ,-2.55752e-006  ,1.51750e-007
177  ,-1.19014e-005  ,3.92518e-006  ,3.92954e-006  ,2.87761e-009  ,-2.15022e-008  ,-5.46469e-010
178  ,-1.23291e-005  ,4.06665e-006  ,4.07070e-006  ,-1.39588e-009  ,1.11365e-009  ,-9.06971e-010
179  ,-9.49484e-007  ,-2.03589e-006  ,4.88705e-006  ,1.79803e-007  ,-2.54838e-006  ,-1.00736e-007
180  ,-1.21117e-005  ,3.99684e-006  ,3.99711e-006  ,1.56301e-009  ,-3.55533e-008  ,3.70595e-010
181  ,-1.20417e-005  ,3.96871e-006  ,3.98550e-006  ,6.35260e-010  ,-4.71067e-008  ,-1.45777e-009
182  ,-1.21168e-005  ,3.99479e-006  ,4.00344e-006  ,-3.42204e-009  ,-2.05946e-008  ,-2.45767e-010
183  ,9.70092e-008  ,-1.59292e-006  ,3.14629e-006  ,-4.31006e-009  ,5.66814e-006  ,-2.85988e-009
184  ,4.73305e-007  ,4.73525e-006  ,-1.01051e-005  ,-2.26715e-008  ,1.63627e-005  ,1.11862e-007
185  ,7.10485e-007  ,3.94858e-006  ,-8.24917e-006  ,-9.38858e-008  ,1.28804e-005  ,2.26325e-008
186  ,7.59472e-007  ,9.07761e-007  ,-2.64857e-006  ,8.57322e-008  ,-2.36671e-006  ,1.32081e-007
187  ,-1.36963e-006  ,-6.15031e-007  ,2.64605e-006  ,-1.06284e-007  ,3.79239e-006  ,9.42311e-008
188  ,2.34166e-007  ,2.97543e-006  ,-6.09688e-006  ,-5.49068e-008  ,1.00148e-005  ,1.44852e-007
